"CLAVE SITIO","CLAVE DE MONITOREO","NOMBRE DEL SITIO","FECHA REALIZACIÓN","Año","DQO_ESTADO","TIPO CUERPO DE AGUA","COLI_FEC","COLI_TOT","E_COLI","N_NH3","N_NO2","N_TOTK","TOX_D_48_UT","P_TOT","ORTO_PO4","COLOR_VER","ABS_UV","CONDUC_CAMPO","pH_CAMPO","OD_mgL","SAAM","SST","CD_TOT","CR_TOT","HG_TOT","NI_TOT","CN_TOT","DUR_TOT","TEMP_AMB","TEMP_AGUA","CAUDAL","COT_NOM","TOX_NOM","TIPO_LOTICO","y"
"DLPUE1977","DLPUE1977-280118","DESPUÉS DE LA CONFLUENCIA CON EL RÍO SAN FRANCISCO",43123,2018,"INCUMPLE","LÓTICO",24000,24000,24000,5.495,0.0025,6.176,0.5,6.491,0.485,120,0.377,1357,7.7,0.5,5.522,130.77,0.0006505,0.01029,0.00010065,0.01451,5e-04,364,22.4,18.2,8030.6,1,1,1,1
"DLPUE2031","DLPUE2031-020417","RIO NEXAPA 10",42825,2017,"INCUMPLE","LÓTICO",24000,24000,24000,20.863,0.0025,25.177,0.5,3.155,2.47,100,0.384,1480,7.7,5.1,1.17,143.75,0.0006505,0.00554,0.00010065,0.01839,5e-04,448,22.5,19.8,2697.6,0,1,1,1
"DLPUE2058","DLPUE2058-111112","RIO ACATLAN",41265,2012,"CUMPLE","LÓTICO",2400,2400,1.5,5.82,0.0025,9.05,0.5,2.243,6.862,2.5,0.0045,1033,7.75,5.2,2.16019933516348,12,0.009,6e-04,0.00010065,0.00021,0.0061752890301598,333.2,27,28.2,160,0,0,1,0
"DLPUE1992M1","DLPUE1992M1-120921","RA-1 RIO ATOYAC, ANTES TLAHUAPAN (ESTACIÓN TESTIGO)",44446,2021,"INCUMPLE","LÓTICO",24000,24130.5536521806,11000,1.03,0.443,5.463,0.5,1.308,0.292,150,0.335139830537075,104.1,7.1,3.43382051072805,1.099,428.57,0.0006505,0.03452,0.00010065,0.0290359682390787,5e-04,71.5960925192737,19,14.2,1224.2,0,0,1,1
"DLPUE2048","DLPUE2048-061013","RIO NEXAPA 1",41550,2013,"INCUMPLE","LÓTICO",200,230,150,0.00175,0.0025,0.84,0.5,1.723,0.188,60,0.097,187,8.62,5.8,0.005,185,0.0006505,0.005,0.00010065,0.005,5e-04,120,20.7,16.6,32.9,0,0,1,1
"DLPUE1976","DLPUE1976-100618","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",43257,2018,"INCUMPLE","LÓTICO",24000,24000,11000,9.644,0.0025,10.385,0.5,3.088,2.248,194.030838935431,1.246,1298,7.9,0.5,4.344,130.56,0.0006505,0.01142,0.00010065,0.01226,5e-04,470,25.7,18.9,4688.1,1,0,1,1
"DLTLA2546","DLTLA2546-180819","TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC",43689,2019,"INCUMPLE","LÓTICO",241960,241960,241960,3.680051,0.0025,7.090731,0.5,1.06206,0.90262,75,0.253,343,7.8,4.34,1.57,33,0.0006505,0.0024,0.00010065,0.00021,0.0034,115.332,24,19.2,1595.4,0,0,1,1
"DLPUE1976","DLPUE1976-230613","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",41454,2013,"INCUMPLE","LÓTICO",2400,2400,2400,6.896,0.0025,9.096,0.5,4.06,0.912,100,0.365,686,7.09,0.5,2.71505162314077,1496.667,0.0016,0.0329,0.00010065,0.0406,0.0081076891468468,220,20.7,18.5,8043.4,0,0,1,1
"DLPUE2027","DLPUE2027-200714","RIO NEXAPA 7",41838,2014,"INCUMPLE","LÓTICO",24000,24000,2100,0.441,0.09,1.053,0.5,1.307,0.89,50,0.249,196,7.6,3.9,0.005,510,0.0006505,0.0132,0.00010065,0.215,5e-04,81.2,22.8,18.8,293,0,0,1,1
"DLPUE2023","DLPUE2023-170313","RIO NEXAPA 4",41345,2013,"INCUMPLE","LÓTICO",2400,24000,2400,0.148,0.04,14.521,2.75,17.459,6.765,200,0.0045,1591,8.07,0.5,6.80047612554113,320,0.0006505,6e-04,0.00010065,0.00021,0.0006527647776989,245,23.6,22.2,2.5,1,0,1,1
"DLPUE2023","DLPUE2023-231218","RIO NEXAPA 4",43453,2018,"INCUMPLE","LÓTICO",4600,24000,1500,11.09,0.0025,11.463,0.5,2.807,1.933,50,0.505,450,7.6,3.69,2.96,74,0.0006505,0.00525,0.00010065,0.00221,5e-04,92,18,14.7,15.3,0,0,1,1
"DLPUE2085","DLPUE2085-100313","RIO NEXAPA 21",41337,2013,"CUMPLE","LÓTICO",15,93,1.5,0.105,0.0025,0.105,0.5,0.059,0.045,10,0.0045,1992,8.9,5.3,0.135065566524947,5,0.0006505,6e-04,0.00010065,0.00021,0.00057494906846,246,26.2,18.8,1662.27,0,0,1,0
"DLPUE2017","DLPUE2017-260616","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",42543,2016,"INCUMPLE","LÓTICO",24000,42543,24000,1.795,0.957,2.085,0.5,0.841,0.365,60,0.118,378,7.3,1.95,1.19,214.29,0.0006505,0.0131,0.00010065,0.0129,5e-04,130,22.7,18.1,2340.1,0,1,1,1
"DLPUE2022M1","DLPUE2022M1-270414","BARRANCA HONDA",41751,2014,"INCUMPLE","LÓTICO",24000,24000,230,51.561,0.19,81.894,1.05,8.486,8.104,200,0.656,1400,7.6,1,14.455,155,0.0006505,0.014,0.00010065,0.0192,5e-04,168,15.3,17.3,75,1,1,1,1
"DLPUE2069M1","DLPUE2069M1-211018","PUENTE MARQUEZ",43391,2018,"CUMPLE","LÓTICO",11000,24000,4600,1.073,0.07,1.144,0.5,0.186,0.105,30,0.061,966,8.4,5.31,0.005,109.86,0.0006505,0.02207,0.00010065,0.01565,5e-04,255.44,27.4,24,4537.3,0,0,1,0
"DLPUE2063","DLPUE2063-120715","PUEBLA ALSESECA  (A) AGUAS ARRIBA",42191,2015,"INCUMPLE","LÓTICO",24000,24000,11000,14.662,0.0025,59.35,1.27,3.199,0.723,250,1.068,2100,7.6,0.5,14,800,0.0006505,0.0162,0.00010065,0.014,5e-04,332,23.4,23.2,714,1,1,1,1
"DLPUE2009","DLPUE2009-250218","AGUA FRIA",43154,2018,"CUMPLE","LÓTICO",930,1500,930,0.047,0.0025,0.164,0.5,7e-04,0.00075,2.5,0.0045,381,8.8,5.54,0.005,34,0.0006505,0.01766,0.00010065,0.00213,5e-04,154,30,26.8,1148.7,0,0,1,0
"DLPUE2062M1","DLPUE2062M1-090717","ARROYO METLAPANAPA",42919,2017,"INCUMPLE","LÓTICO",24000,24000,24000,7.408,0.044,21.886,0.5,3.659,2.504,400,0.375,480.1,7.3,3.4,0.46,1021.43,0.0006505,0.01803,0.00010065,0.03148,5e-04,166,21.3,16.9,121,0,0,1,1
"DLPUE2023","DLPUE2023-210216","RIO NEXAPA 4",42419,2016,"INCUMPLE","LÓTICO",280,4600,70,72.119,0.0025,149.438,1.44,4.575,4.526,500,1.222,1350,7.7,0.5,18.6,335.29,0.0006505,0.0068,0.00010065,0.0127,5e-04,174,22.1,19,0.5,1,1,1,1
"DLPUE2011","DLPUE2011-310313","VILLA AVILA CAMACHO",41364,2013,"CUMPLE","LÓTICO",43,150,21,0.186,0.0025,2.2922,0.5,0.0165,0.00075,10,0.0045,269,8.46,5.27,0.273425870026228,14,0.0006505,6e-04,0.0037,0.00154,0.0016144722639408,165,20,21.48,19740,0,0,1,0
"DLPUE2036","DLPUE2036-260715","NEXAPA-LAS FAJANAS P1 (33)",42209,2015,"INCUMPLE","LÓTICO",24000,24000,11000,0.548,0.269,2.133,0.5,0.387,0.322,50,0.237,626.6,8.9,4.98,0.24,360,0.0006505,0.0269,0.00010065,0.0279,5e-04,238,23.5,18.6,3921.14077815527,0,0,1,1
"DLPUE1989","DLPUE1989-010315","LA AUTOPISTA P1 (24)",42063,2015,"INCUMPLE","LÓTICO",24000,24000,4600,20.525,0.05,31.168,0.5,1.687,1.607,100,0.721,1172,7.9,0.5,10.6,44.62,0.0006505,0.0052,0.00010065,0.0058,5e-04,192,11.6,16.4,2586,0,1,1,1
"DLPUE2074M1","DLPUE2074M1-230820","SANTA MARÍA TEXMELUCAN",44060,2020,"CUMPLE","LÓTICO",70,179.538654022063,15,0.00175,0.54,0.051,0.5,0.078,0.074,5,0.118515281192308,117,7.7,5.39,0.005,5,0.0006505,0.00885,0.00148,0.0058,5e-04,42,15.8,11,62.7,0,0,1,0
"DLPUE2037","DLPUE2037-210413","BACARDI Y COMPAÑIA, S.A. DE C.V. (AGUAS ABAJO)",41381,2013,"INCUMPLE","LÓTICO",640,750,430,1.488,0.034,17.821,0.5,2.054,1.605,50,0.237,1304,8.02,4.8,1.51418268591136,30,0.0006505,6e-04,0.00010065,0.00021,0.003430571362358,550,18.5,18.4,2513.3,0,0,1,1
"DLPUE2053","DLPUE2053-030618","ECHEVERRIA ANTES DE LA PLANTA DE TRATAMIENTO ATOYAC SUR",43251,2018,"INCUMPLE","LÓTICO",24000,24000,24000,21.057,0.0025,21.075,0.5,4.474,2.029,150,0.27,1353,7.9,0.5,2.742,202.5,0.0006505,0.01548,0.00127,0.02631,5e-04,540,27.5,22.6,4264.4,1,1,1,1
"DLPUE2017","DLPUE2017-170219","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",43509,2019,"INCUMPLE","LÓTICO",24000,24000,24000,4.1,0.0025,4.147,0.5,1.093,0.698,40,0.139,495,7.5,2.24,1.673,64.79,0.0006505,0.03166,0.00010065,0.00633,5e-04,138,19,15,951.7,0,0,1,1
"DLPUE2017","DLPUE2017-310814","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",41879,2014,"INCUMPLE","LÓTICO",24000,24000,11000,0.545,0.022,3.154,0.5,1.855,0.492,40,0.17,510,7.1,3.2,0.377,115,0.0006505,0.0093,5e-04,0.0072,5e-04,134,17.8,15.7,2305,1,1,1,1
"DLPUE2041","DLPUE2041-230717","NEXAPA ENTRADA A PUCTLA",42964,2017,"INCUMPLE","LÓTICO",24000,24000,24000,1.504,0.74,2.357,0.5,1.56,0.631,100,0.311,652,8.4,4.91,0.106,937.5,0.00302,0.06033,0.00010065,0.04557,5e-04,264,27.7,20.4,9380.76069024764,0,0,1,1
"DLPUE2036","DLPUE2036-240416","NEXAPA-LAS FAJANAS P1 (33)",42482,2016,"INCUMPLE","LÓTICO",280,24000,280,1.137,0.0025,6.433,0.5,1.353,1.234,20,0.154,689,8,6.52,0.84,365.52,0.0006505,0.0154,0.00010065,0.0229,5e-04,246,21.3,18.1,4571.86718001803,0,0,1,1
"DLPUE2063","DLPUE2063-040514","PUEBLA ALSESECA  (A) AGUAS ARRIBA",41759,2014,"INCUMPLE","LÓTICO",24000,24000,11000,47.696,0.08,88.716,1.58,6.348,3.182,250,1.132,1846,7.9,1.5,6.417,204,0.0006505,0.0103,0.00010065,0.0206,5e-04,293,23.3,22.4,671,1,1,1,1
"DLPUE2001","DLPUE2001-060817","RIO NECAXA 1",42958,2017,"CUMPLE","LÓTICO",24000,24000,1500,0.097,0.0025,0.219,0.5,0.04,0.023,150,0.042,293,8.3,5.07,0.005,238.33,0.0006505,0.00659,0.00010065,0.01623,5e-04,148,26.9,25.6,13866.0812221373,0,0,1,0
"DLPUE1976","DLPUE1976-220614","PUEBLA SAN FRANCISCO  (A) AGUAS ARRIBA",41806,2014,"INCUMPLE","LÓTICO",24000,24000,4600,1.607,0.08,6.151,0.5,2.085,0.637,40,0.282,659,7.4,2.2,1.299,250,0.0006505,0.0151,0.00010065,0.0059,0.071,204,20.2,20,8041,0,0,1,1
"DLPUE2069M1","DLPUE2069M1-300417","PUENTE MARQUEZ",42851,2017,"CUMPLE","LÓTICO",24000,24000,24000,0.11,0.0025,0.505,0.5,0.38,0.358,20,0.019,1714,7.6,4.74,0.34,12,0.0006505,6e-04,0.00010065,0.00436,5e-04,356,32.3,25.8,874.2,0,0,1,0
"DLPUE1994","DLPUE1994-141018","RIO SAN LORENZO 1",43383,2018,"INCUMPLE","LÓTICO",24000,24000,24000,10.725,0.0025,25.712,0.5,1.81,0.889,80,0.263,602,7.7,1.14,1.604,111.54,0.0006505,0.02784,0.00010065,0.01244,5e-04,130,18,15.5,4.7,0,1,1,1
"DLPUE2026","DLPUE2026-211012","NEXAPA LOS MOLINOS P1 (31)",41240,2012,"INCUMPLE","LÓTICO",2400,2400,120,3.72,0.009,6.47,0.5,2.317,7.089,2.5,0.0045,607,7.85,3.1,3.93691666268133,15,0.0006505,6e-04,0.00010065,0.00021,0.0078845487087624,213.64,11,12.4,0.002,0,0,1,1
"DLPUE2043","DLPUE2043-110819","RIO NEXAPA 17",43687,2019,"CUMPLE","LÓTICO",24196,24196,24196,0.239133,0.586105,1.605113,0.5,0.79111,0.5036,20,0.136,1176,7.8,4.54,0.165,81,0.0006505,0.0144,0.00010065,0.0069,0.0011,439.304,25.1,20,2284.55271663592,0,0,1,0
"OCGCE3246","OCGCE3246-111020","PASO JARDIN",44111,2020,"CUMPLE","LÓTICO",11000,22701.8525036583,2100,0.00175,0.0025,0.25,0.5,0.036,0.012,5,0.0515458777754993,170,7.6,5.09,0.137,60,0.0006505,0.00818,0.00010065,0.00348,5e-04,74,24.1,20.2,8146.49829729287,0,0,1,0
"DLPUE2042","DLPUE2042-180916","PUCTLA",42627,2016,"INCUMPLE","LÓTICO",2100,4600,930,6.95,0.801,7.055,0.5,3.106,1.163,60,0.156,1452,7.7,3.24,1.59,26,0.0006505,6e-04,0.00010065,0.00653,5e-04,502,32.8,26.2,599.8,0,0,1,1
"DLPUE2036","DLPUE2036-250218","NEXAPA-LAS FAJANAS P1 (33)",43154,2018,"INCUMPLE","LÓTICO",24000,24000,11000,1.818,1.006,2.747,0.5,2.219,1.879,40,0.027,1228,8.1,2.67,1.141,100,0.0006505,0.01869,0.00010065,0.01257,0.008,402,21.1,17.6,4716.1,0,0,1,1
"DLPUE2050","DLPUE2050-120921","ATOYAC LA CARMELITA P1 (26)",44447,2021,"INCUMPLE","LÓTICO",24000,24130.5536521806,24000,3.642,0.223,11.656,0.5,1.888,0.955,140,0.410082635392043,476,7.9,2.22208054701147,1.815,1036.84,0.0006505,0.0302,0.00010065,0.0348124116626252,5e-04,195.999077053127,26.1,18,2246.82662288105,0,0,1,1
"DLPUE2026","DLPUE2026-231218","NEXAPA LOS MOLINOS P1 (31)",43452,2018,"INCUMPLE","LÓTICO",24000,24000,24000,3.686,0.188,3.885,0.5,1.891,1.551,20,0.204,590,7.9,4,0.572,5,0.0006505,0.0137,0.00010065,0.0028,5e-04,212,20,15,12,0,0,1,1
"DLPUE2023","DLPUE2023-270915","RIO NEXAPA 4",42269,2015,"INCUMPLE","LÓTICO",24000,24000,11000,0.439,0.048,0.939,0.5,0.77,0.396,300,0.494,117,7.5,4.37,0.27,865,0.0036,0.0198,0.00010065,0.0402,5e-04,60,19.7,18.3,254,0,0,1,1
"DLPUE2066","DLPUE2066-140216","DESPUES DE BACHOCO",42411,2016,"INCUMPLE","LÓTICO",24000,24000,4600,49.977,0.118,144.747,3.83,11.763,11.234,1250,1.652,2500,7.4,0.5,26,355.56,0.0006505,6e-04,0.00010065,0.0177,5e-04,464,22.3,16,3.8,1,1,1,1
"DLPUE2032","DLPUE2032-020815","RIO NEXAPA 12",42216,2015,"INCUMPLE","LÓTICO",24000,24000,11000,4.419,0.0025,11.575,0.5,2.16,0.801,30,0.194,909,8.1,4.61,1.02,114,0.0006505,0.0185,5e-04,0.0155,5e-04,342,21.9,19.6,2206,0,0,1,1
"DLPUE2002","DLPUE2002-070713","RIO NECAXA 4",41458,2013,"CUMPLE","LÓTICO",20,21,14,0.084,0.054,0.476,0.5,0.018,0.02,2.5,0.201,226,8.32,6.2,0.0848117578281117,16,0.0006505,6e-04,0.0001535045362891,0.00021,0.0006349779855084,100,28.1,23.1,13105.8,0,0,1,0
"DLPUE2084","DLPUE2084-040617","RIO ATOYAC (DESPUES DE LA CONFLUENCIA DEL RIO MIXTECO)",42885,2017,"INCUMPLE","LÓTICO",24000,24000,24000,0.673,0.059,0.928,0.5,0.364,0.309,750,0.135,1180,7.5,4.51,0.005,4680,0.00605,0.09337,0.00010065,0.13001,5e-04,932,25.8,25.8,6182.30456601732,0,0,1,1
"DLPUE2032M1","DLPUE2032M1-060817","RIO NEXAPA 12",42950,2017,"INCUMPLE","LÓTICO",24000,24000,24000,7.792,0.544,8.212,0.5,1.578,1.354,68.9,0.099,892,7.4,4.12,0.859,145.46,0.0006505,0.00911,0.00059,0.01299,5e-04,284,18.2,19.2,2680.7,0,0,1,1
"DLPUE1989","DLPUE1989-041015","LA AUTOPISTA P1 (24)",42276,2015,"INCUMPLE","LÓTICO",24000,24000,4600,3.077,0.045,6.647,0.5,0.748,0.334,250,0.754,618,7.9,4.1,0.29,860,0.0006505,0.0279,0.00010065,0.0249,5e-04,144,15.2,15.4,1175.83678644789,0,0,1,1
"DLPUE2056","DLPUE2056-210517","AMPLIACIÓN UNIÓN ANTORCHISTA",42870,2017,"INCUMPLE","LÓTICO",24000,24000,24000,32.786,0.0025,68.476,0.5,14.409,10.914,120,0.056,1121.6,7.3,0.5,3.6,200,0.0006505,0.01477,0.00010065,0.01506,5e-04,296,29,24.1,193473.182564524,0,1,1,1
"DLPUE2029","DLPUE2029-160314","RIO NEXAPA 9",41708,2014,"INCUMPLE","LÓTICO",40,70,1.5,3.624,0.0025,29.57,1.02,4.16,3.251,150,0.682,1600,8,1,10.619,154.3,0.0006505,0.0128,0.0019,0.0235,5e-04,490,21,19,4087,1,1,1,1
"DLPUE2026","DLPUE2026-210118","NEXAPA LOS MOLINOS P1 (31)",43116,2018,"INCUMPLE","LÓTICO",24000,24000,24000,4.821,0.0025,6.471,0.5,4.128,2.608,50,0.233,710,7.7,3.08,3.728,5,0.0006505,0.02493,0.00010065,0.01389,5e-04,254,26.8,15.1,37.8,0,0,1,1
"DLPUE1984","DLPUE1984-170515","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ARRIBA)",42139,2015,"INCUMPLE","LÓTICO",24000,24000,11000,0.377,0.0025,21.623,0.5,13.936,12.224,1250,2.185,4000,9.7,0.5,6,225,0.0006505,0.0159,0.00010065,0.0097,5e-04,130,18.7,21.9,5,1,1,1,1
"DLPUE2003","DLPUE2003-190616","RIO NECAXA 5",42538,2016,"INCUMPLE","LÓTICO",24000,24000,4600,0.096,0.028,0.47,0.5,0.093,0.0911,100,0.041,277,7.9,4.68,0.05,27,0.0006505,0.0054,0.00010065,0.0065,5e-04,132.66,35.1,28.1,7973,0,0,1,1
"DLPUE1983","DLPUE1983-050415","SABORMEX, S.A. DE C.V. (ANTES CAFES DE VERACRUZ, S.A. DE C.V.) (AGUAS ABAJO)",42094,2015,"INCUMPLE","LÓTICO",24000,24000,11000,4.264,0.0025,4.646,2.01,0.749,0.552,300,1.386,1560,7.6,0.5,1.1,170,0.0006505,0.0668,0.00010065,0.0412,5e-04,198,30.2,29.5,63,1,1,1,1
"DLPUE2028","DLPUE2028-080614","RIO NEXAPA 8",41792,2014,"INCUMPLE","LÓTICO",24000,24000,2400,1.256,0.076,7.721,0.5,1.899,1.556,30,0.255,991,8.1,4.1,2.159,75.7,0.0006505,0.0105,0.0016,0.0141,0.007,304.9,23,19.5,2232,0,0,1,1
"DLPUE2027","DLPUE2027-110819","RIO NEXAPA 7",43684,2019,"INCUMPLE","LÓTICO",241960,241960,241960,0.985596,0.351723,4.008216,0.5,1.09279,0.35021,100,0.199,255,8,6.41,0.117,453.33,0.0006505,0.0415,0.00010065,0.0273,0.001,77.202,23,21,752.3,0,0,1,1
"DLPUE2011","DLPUE2011-091218","VILLA AVILA CAMACHO",43438,2018,"CUMPLE","LÓTICO",70,210,40,0.00175,0.0025,0.125,0.5,0.099,0.023,2.5,0.019,374,7.2,7.84,0.005,5,0.0006505,0.01736,0.00010065,0.00124,5e-04,134,21.6,21.6,27393,0,0,1,0
"DLPUE2046","DLPUE2046-050217","NEXAPA PUENTE DON ROQUE",42765,2017,"CUMPLE","LÓTICO",24000,24000,24000,0.103,0.0025,1.284,0.5,0.214,0.142,10,0.032,2020,7.3,3.96,0.005,13,0.0006505,6e-04,0.00010065,0.00606,5e-04,1064,26.1,23.4,523.8,0,0,1,0
"DLPUE2044","DLPUE2044-040617","RIO NEXAPA 16",42887,2017,"INCUMPLE","LÓTICO",24000,24000,24000,1.532,0.91,2.793,0.5,1.127,0.62,60,0.135,1069,7.8,3.25,0.005,983.33,0.0006505,0.03512,0.00010065,0.03819,0.006,484,22.8,21.6,3167.3,0,0,1,1
"DLPUE2048","DLPUE2048-190217","RIO NEXAPA 1",42783,2017,"CUMPLE","LÓTICO",430,930,430,0.305,0.0025,0.694,0.5,0.247,0.237,2.5,0.046,199,7.7,5.01,0.005,37,0.0006505,0.00993,0.00010065,0.00498,5e-04,88,17.8,11.6,6.8,0,0,1,0
"DLPUE2043","DLPUE2043-010315","RIO NEXAPA 17",42061,2015,"CUMPLE","LÓTICO",200,280,140,0.042,0.031,0.294,0.5,0.121,0.119,5,0.06,1290,7.9,3.5,0.53,10,0.0006505,0.0056,0.00010065,0.0053,5e-04,562,25.2,20.1,919,0,0,1,0
"DLPUE1994","DLPUE1994-201013","RIO SAN LORENZO 1",41564,2013,"INCUMPLE","LÓTICO",1.5,40,1.5,0.336,0.0025,0.784,0.5,0.112,0.138,30,0.203,205,7.11,7,0.072,5,0.0006505,6e-04,0.00010065,0.003,5e-04,92,24.3,18.6,34,0,0,1,1
"DLPUE2017","DLPUE2017-170618","PUENTE CARRETERA SAN MARTIN-TLAXCALA P1(15)",43265,2018,"INCUMPLE","LÓTICO",4600,11000,2400,2.471,0.022,2.566,0.5,0.766,0.461,30,0.145,421,7.4,1.4,0.163,137.29,0.0006505,0.02277,0.00010065,0.01172,5e-04,146,24.3,18.1,2966.7,0,0,1,1
"DLPUE2050","DLPUE2050-100219","ATOYAC LA CARMELITA P1 (26)",43503,2019,"INCUMPLE","LÓTICO",24000,24000,24000,17.061,0.0025,22.035,0.5,4.19,1.163,150,0.443,1564,7.9,2.04,6.708,156.67,0.0006505,0.03341,0.00010065,0.00976,5e-04,422,22.9,21,1950.3,1,1,1,1
"DLPUE2028","DLPUE2028-200714","RIO NEXAPA 8",41838,2014,"INCUMPLE","LÓTICO",24000,24000,1500,0.917,0.286,3.199,0.5,3.2,2.54,60,0.443,693,7.8,3.2,0.005,666.7,0.0006505,0.0264,0.00010065,0.0347,5e-04,237.6,21.9,20.5,3234,0,0,1,1
"DLPUE2041","DLPUE2041-140118","NEXAPA ENTRADA A PUCTLA",43110,2018,"INCUMPLE","LÓTICO",2100,24000,1500,2.066,1.438,2.958,0.5,2.56,1.634,40,0.111,1010,7.8,2.69,0.303,64,0.0006505,0.01925,0.00010065,0.0217,5e-04,416,26.8,19.6,2451.1,0,0,1,1
"DLPUE2029","DLPUE2029-280413","RIO NEXAPA 9",41386,2013,"INCUMPLE","LÓTICO",2800,4300,1500,1.144,0.04,24.477,1.59,6.888,6.29,250,0.369,1772,7.94,0.5,5.53732770308123,47.5,0.0006505,6e-04,0.00010065,0.00021,0.0006933375970521,610,25.4,20.8,2495.1,0,0,1,1
